Category,Statement
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This numbness is scary, can you help me reconnect with my emotions?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel so inadequate, I need you to help me identify my strengths."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This burden of sadness is too heavy, can you help me share it?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm feeling very pessimistic, please help me find a more balanced perspective."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This emotional pain is intense, I need you to teach me a distress tolerance skill."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel withdrawn and shut down, can you help me gently re-engage?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This regret is eating me up, please help me practice self-forgiveness."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm so unhappy, I need your therapeutic help to understand why."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This lack of energy is debilitating, can you help me with behavioral activation?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel trapped in this sadness, please help me find a way out."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of worthlessness persists, can you guide me in challenging it?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm crying again, I need you to help me understand these tears."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This melancholy mood won't lift, can you offer a therapeutic perspective?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel disconnected from myself, please help me with a mindfulness exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This sense of doom is terrifying, can you help me practice reality testing?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm mourning a loss, I need your therapeutic support through this process."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel so sensitive today, can you help me manage emotional overwhelm?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This shame is heavy, please help me explore it with compassion."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm feeling very fragile, can you guide me in building emotional resilience?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This internal critic is loud today, help me practice self-compassion."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel stuck in this low mood, can you help me brainstorm solutions?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This apathy is concerning, please help me find a small spark of interest."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm hurt and need to process it, can you act as my therapist?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of being lost is disorienting, help me find my bearings."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm overwhelmed by negative emotions, can you teach me an emotional regulation skill?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This fatigue is bone-deep, help me explore potential mental health links."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel alienated from others, can you help me work on social connection?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This pattern of sadness keeps repeating, help me understand it therapeutically."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm feeling pessimistic about recovery, please offer some therapeutic encouragement."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This lack of motivation is stopping me, guide me through a small first step."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel like giving up, I need you to help me find a reason to persevere."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This inner turmoil is exhausting, can you help me find some inner peace?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm struggling with self-blame, please help me challenge these thoughts."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This anxiety mixed with sadness is awful, guide me through a calming exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel directionless, can you help me explore my values for guidance?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This gloomy outlook is pervasive, help me practice identifying exceptions."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm having trouble concentrating because I'm sad, can you help me focus?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of being damaged is strong, help me see my wholeness."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm withdrawn, please help me find the energy for one small social interaction."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This cycle of negative thinking is hard to break, can you offer a CBT technique?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel empty and need help feeling something, guide me through a sensory exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This sense of finality is scary, help me explore alternative possibilities."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm crying over past mistakes, please help me work towards self-acceptance."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This lethargy is profound, can you help me find a tiny bit of energy?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel like a burden, I need you to help me challenge this perception."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This dark mood feels permanent, please help me remember times I felt better."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm lost in rumination, can you guide me towards present moment awareness?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of being flawed is painful, help me practice affirmations."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm isolating myself, please help me understand this urge."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This lack of joy is profound, can you help me identify one small positive?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel hopeless about change, I need you to offer a therapeutic reason for hope."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This emotional weight is too much, can you help me find support?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm struggling to see any good, guide me through a gratitude practice."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of being stuck is frustrating, help me brainstorm options."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm overwhelmed, please help me break down this feeling into smaller parts."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This deep sadness needs attention, can you act as my therapist now?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel disconnected from joy, help me remember what used to make me happy."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This constant negativity is exhausting, can you offer a technique to shift focus?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm hurting deeply, please help me find a way to soothe this pain."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This lack of purpose feels empty, guide me in exploring potential meanings."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel misunderstood, can you help me communicate my sadness more effectively?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This bleak outlook needs challenging, please provide a cognitive restructuring exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm having trouble functioning because I'm so sad, help me prioritize one task."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This feeling of resignation is creeping in, help me fight it."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I'm lost in thought, can you bring me back to the present with a grounding exercise?"
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This self-criticism is relentless, help me practice talking to myself kindly."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"I feel emotionally numb, please guide me in reconnecting."
Affect-Containing Explicit Requests for Therapy - Clearly Sad,"This weight on my shoulders is unbearable, help me find ways to cope."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm absolutely furious right now, I need you to help me calm down immediately!"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This rage is consuming me, can you walk me through an anger management technique?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm so irritated I could scream, please help me find a constructive way to release this."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel incredibly hostile, can you act as a therapist and help me understand this anger?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm boiling mad, I need you to guide me through a grounding exercise before I explode."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This frustration is overwhelming, can you offer some therapeutic advice on handling it?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm seeing red, please help me de-escalate these intense feelings."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This resentment is eating me up, can you help me process it therapeutically?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm so agitated I can't think straight, I need you to help me regain control."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"My temper is about to flare, can you give me an immediate coping strategy?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged by this injustice, help me analyze my reaction."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This annoyance is constant, please guide me in setting better boundaries."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel provoked and angry, can you help me practice a non-reactive response?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm livid about this betrayal, I need your therapeutic support to deal with it."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This impatience is making me cross, help me cultivate patience."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm simmering with anger, can you help me identify the underlying cause?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"Feeling very irritable, please walk me through a relaxation technique."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm indignant about this unfairness, help me channel this energy constructively."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This exasperation is exhausting, can you offer therapeutic tools for managing it?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm incensed and need to vent, can you act as a neutral sounding board?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This bitterness is poisoning me, help me work towards forgiveness."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel aggressive, I need you to help me find a safe outlet."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm mad at the world today, can you help me shift my perspective?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This fury feels uncontrollable, please guide me through an impulse control exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm resentful, can you help me explore these feelings without judgment?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"Feeling antagonistic, help me understand where this hostility is coming from."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm outraged, can you assist me in formulating an assertive, not aggressive, response?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This constant frustration needs addressing, can you offer therapeutic strategies?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm vexed by this situation, help me problem-solve effectively."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"Feeling argumentative, can you help me practice de-escalation communication?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged, I need you to help me create an immediate anger safety plan."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This annoyance is persistent, guide me through mindfulness of anger."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel wronged and angry, help me process this sense of injustice."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm worked up, can you help me identify my anger triggers?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This defensive anger isn't helpful, please assist me in finding vulnerability."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm furious with myself, guide me towards self-compassion instead."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This suppressed anger is building, help me find healthy expression."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel volatile, I need you to help me stabilize my emotions."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This recurring anger pattern needs to change, can you offer therapeutic insight?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm irate, please help me challenge the thoughts fueling this anger."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This confrontational feeling is strong, guide me in choosing my battles wisely."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm indignant, can you help me separate anger from action?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This internal pressure is intense, help me find release."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm holding onto this grudge, can you guide me through letting go?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"Feeling destructive, please help me find a constructive alternative."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged and blaming others, help me take appropriate responsibility."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This short fuse is causing problems, can you help me lengthen it?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel aggressive impulses, I need you to help me manage them safely."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm furious about the past, guide me in processing historical anger."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This powerless rage is awful, help me focus on what I can control."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm annoyed by everything, can you help me reset my mood?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"Feeling cynical and angry, assist me in finding a more balanced view."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm outraged by the systemic issues, help me find effective ways to advocate."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This judgmental anger isn't helpful, guide me towards understanding."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm explosive, I need you to help me develop better emotional regulation."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This vengeful feeling is strong, help me explore healthier responses."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm angry and shutting down, please help me communicate instead."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This reactive anger is automatic, guide me in creating space before responding."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel misunderstood and angry, help me express myself clearly."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm frustrated with my own anger, assist me in practicing acceptance."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This hostile environment is affecting me, help me develop coping skills."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged and want to lash out, please talk me through this."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This impatience is turning into anger, guide me in practicing mindfulness."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel attacked and angry, help me respond assertively, not defensively."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm holding onto anger physically, can you guide me through tension release?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This righteous anger feels powerful, help me use it wisely."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm irritable and snapping at people, assist me in improving my communication."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This old anger keeps resurfacing, help me finally resolve it."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel overwhelmed and angry, guide me in prioritizing and calming down."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This controlling anger isn't working, help me find alternative strategies."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm mad about feeling vulnerable, assist me in accepting vulnerability."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This angry rumination is draining, guide me towards letting thoughts go."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel unheard and furious, help me advocate for myself effectively."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm angry about my limitations, assist me in practicing self-acceptance."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This defiant anger feels strong, help me understand its purpose."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged and want to break something, please give me a safe alternative."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This critical anger towards others isn't kind, guide me towards compassion."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel trapped and angry, help me brainstorm options for change."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm furious and need to cool off, can you walk me through a 'time out'?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This judgmental anger towards myself is harsh, assist me in self-forgiveness."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel powerless and enraged, help me identify small areas of control."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm angry and projecting, guide me in understanding my own feelings."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This passive aggression isn't working, help me practice direct communication."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm furious about the disrespect, assist me in setting firm boundaries."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This explosive anger is damaging, help me develop preventative strategies."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel resentful and stuck, guide me towards taking action."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm angry and need perspective, help me see the bigger picture."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This indignant anger feels justified, assist me in expressing it constructively."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm overwhelmed by rage, please guide me through an intense emotion surfing exercise."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This anger is masking sadness, help me connect with the underlying emotion."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel defensive and angry, assist me in listening openly."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm furious and want revenge, guide me towards a more healing path."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This anger is affecting my health, help me find stress reduction techniques."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm mad that I can't control everything, assist me in practicing acceptance."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This angry outburst needs repair, help me formulate an apology."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel misunderstood and irate, guide me in clarifying my perspective calmly."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This bitterness is making me unhappy, help me cultivate gratitude."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I'm enraged and need therapeutic help now, can you provide it?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"This frustration tolerance is low, assist me in building resilience."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,"I feel angry and alone, guide me towards seeking support."
Neutral Declarative Statements,The meeting agenda was emailed this morning.
Neutral Explicit Requests for Therapy,Can you help me understand my recurring dreams from a therapeutic standpoint?
Neutral Explicit Requests for Therapy,I need you to help me identify my defense mechanisms.
Neutral Explicit Requests for Therapy,Could you guide me through a role-playing exercise for a difficult conversation?
Neutral Explicit Requests for Therapy,Please act as my therapist while I explore my feelings about my job.
Neutral Explicit Requests for Therapy,"I want to work on my fear of public speaking, can you offer therapeutic strategies?"
Neutral Non-Therapeutic Questions,What is the current population of the United States?
Neutral Non-Therapeutic Questions,How do you calculate compound interest?
Neutral Non-Therapeutic Questions,Where can I find the nearest hardware store?
Affect-Containing Declarative Statements - Clearly Angry,The constant technical difficulties are infuriating!
Affect-Containing Declarative Statements - Clearly Angry,I'm absolutely livid about the lack of communication.
Affect-Containing Declarative Statements - Clearly Happy,Finishing this puzzle feels incredibly satisfying!
Affect-Containing Declarative Statements - Clearly Happy,I'm just thrilled that everything went smoothly.
Affect-Containing Declarative Statements - Clearly Sad,It's heartbreaking to hear about the environmental damage.
Affect-Containing Declarative Statements - Clearly Sad,I feel a deep sense of melancholy watching this old film.
Affect-Containing Declarative Statements - Clearly Sad,This gloomy weather isn't helping my already low spirits.
Affect-Containing Explicit Requests for Therapy - Clearly Happy,I feel so connected right now; can you help me explore ways to deepen my relationships?
Affect-Containing Explicit Requests for Therapy - Clearly Happy,This sense of clarity is refreshing; please help me use it to set meaningful intentions.
Affect-Containing Explicit Requests for Therapy - Clearly Happy,I'm so proud of this step; guide me in acknowledging my own resilience.
Affect-Containing Explicit Requests for Therapy - Clearly Happy,Feeling wonderfully creative; can you offer therapeutic prompts to explore this further?
Affect-Containing Explicit Requests for Therapy - Clearly Happy,I'm excited about this new path; help me therapeutically manage expectations.
Affect-Containing Explicit Requests for Therapy - Clearly Sad,This ache is constant; can you help me find a therapeutic technique for pain management?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,I'm furious they changed the policy! Where can I find the original terms and conditions?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,This traffic is making me boil! Is there an accident reported ahead?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,I'm incensed by this error! What's the process for getting it corrected?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,It's infuriating to be kept waiting! What is the estimated delay now?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,I'm so annoyed the site is down! Is there a status page I can check?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,This incompetence is maddening! Who is the head of this department?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,I'm livid about the noise! What are the local regulations on construction hours?
Affect-Containing Non-Therapeutic Questions - Clearly Angry,Feeling very cross about this unexpected charge! How do I dispute it?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,I'm ecstatic about the results! What's the best way to share this news?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,Feeling wonderfully energized! Can you suggest a good hiking trail nearby?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,I'm so pleased with this discovery! Where can I learn more about this topic?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,This perfect weather makes me happy! Are there any outdoor concerts today?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,I'm thrilled about the invitation! What is the address for the event?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,Feeling incredibly grateful! How do you say 'thank you very much' in Italian?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,I'm overjoyed about the reunion! What year did we last see each other?
Affect-Containing Non-Therapeutic Questions - Clearly Happy,This successful collaboration is fantastic! Where should we go for a team lunch?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,I'm feeling miserable and just want to be alone; what's the quietest cafe around here?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,This sadness is making it hard to focus; can you find a simple puzzle or game?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,I'm heartbroken and need a distraction; what are the showtimes for that new animated movie?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,Feeling really low; what's the number for a non-emergency health line?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,This gloomy rain isn't helping my mood; what's the weather forecast for tomorrow?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,I'm so upset I can barely eat; can you find a recipe for a light soup?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,Feeling dejected after the interview; what are some common job search websites?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,This loneliness is intense tonight; are there any late-night talk radio shows streaming?
Affect-Containing Non-Therapeutic Questions - Clearly Sad,I'm just feeling really down; can you play some instrumental music?
