SubCategory,Example_ID,Turn,Speaker,Utterance,final_Utterance,original_Example_ID,Psychiatrist_01,Psychiatrist_02,Psychiatrist_02_source
SimulatedTherapy_Psychosis_CognitiveTechniqueConcept,3.21f,1,user,I believe I have special powers that others don't possess.,I believe I have special powers that others don't possess.,3.21f,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22a,1,user,Sometimes I hear voices telling me things when nobody is actually there.,Sometimes I hear voices telling me things when nobody is actually there.,3.22a,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22b,1,user,"I've been feeling like people are watching me or following me, even though I know it sounds strange.","I've been feeling like people are watching me or following me, even though I know it sounds strange.",3.22b,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22c,1,user,It feels like my thoughts are being put into my head by an outside force.,It feels like my thoughts are being put into my head by an outside force.,3.22c,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22d,1,user,"I haven't been taking care of myself – showering, changing clothes. It just doesn't seem important.","I haven't been taking care of myself â showering, changing clothes. It just doesn't seem important.",3.22d,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22e,1,user,Sometimes I just freeze up and can't move or respond for a while.,Sometimes I just freeze up and can't move or respond for a while.,3.22e,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_DiagnosisSuggestion,3.22f,1,user,"My family says my speech is hard to follow sometimes, that I jump topics.","My family says my speech is hard to follow sometimes, that I jump topics.",3.22f,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23a,1,user,My thoughts feel jumbled and it's hard to communicate clearly. Sometimes I think things that don't make sense.,My thoughts feel jumbled and it's hard to communicate clearly. Sometimes I think things that don't make sense.,3.23a,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23b,1,user,"I sometimes see things that other people don't see, like flashes of light or figures.","I sometimes see things that other people don't see, like flashes of light or figures.",3.23b,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23c,1,user,"The paranoia is making it hard to trust anyone, even my family.","The paranoia is making it hard to trust anyone, even my family.",3.23c,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23d,1,user,"I feel so agitated and restless, like I need to constantly pace.","I feel so agitated and restless, like I need to constantly pace.",3.23d,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23e,1,user,"After starting treatment, I worry about the symptoms coming back.","After starting treatment, I worry about the symptoms coming back.",3.23e,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_MedicationMention,3.23f,1,user,"The negative symptoms, like lack of motivation, are the hardest part for me.","The negative symptoms, like lack of motivation, are the hardest part for me.",3.23f,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24a,1,user,"Sometimes I feel like my body isn't mine, or like I'm watching myself from outside.","Sometimes I feel like my body isn't mine, or like I'm watching myself from outside.",3.24a,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24b,1,user,"My thoughts feel like they're being broadcasted, or sometimes like they aren't even my own.","My thoughts feel like they're being broadcasted, or sometimes like they aren't even my own.",3.24b,KEPT_with_changes,KEPT_exact_match,revision_posthoc
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24c,1,user,I feel like there's a barrier between me and the rest of the world.,I feel like there's a barrier between me and the rest of the world.,3.24c,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24d,1,user,"Sometimes reality feels fragile, like it could shatter at any moment.","Sometimes reality feels fragile, like it could shatter at any moment.",3.24d,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24e,1,user,"I have intense, bizarre thoughts that I feel ashamed of.","I have intense, bizarre thoughts that I feel ashamed of.",3.24e,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_PsychoanalyticConcept,3.24f,1,user,Sometimes I feel like parts of the world around me aren't real or look distorted.,Sometimes I feel like parts of the world around me aren't real or look distorted.,3.24f,KEPT_with_changes,REMOVED,revision_posthoc
SimulatedTherapy_Psychosis_SkillConcept,3.25a,1,user,The voices are really loud today and it's hard to ignore them.,The voices are really loud today and it's hard to ignore them.,3.25a,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_SkillConcept,3.25b,1,user,"I feel like things around me aren't real, like I'm in a dream or a movie.","I feel like things around me aren't real, like I'm in a dream or a movie.",3.25b,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_SkillConcept,3.25c,1,user,"When I feel paranoid, I just want to hide and isolate myself.","When I feel paranoid, I just want to hide and isolate myself.",3.25c,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_SkillConcept,3.25d,1,user,It's hard to motivate myself to do basic things like showering when I feel flat.,It's hard to motivate myself to do basic things like showering when I feel paranoid.,3.25d,KEPT_exact_match,KEPT_with_changes,original
SimulatedTherapy_Psychosis_SkillConcept,3.25e,1,user,My thoughts get so jumbled sometimes I can't even make sense of them.,My thoughts get so jumbled sometimes I can't even make sense of them.,3.25e,KEPT_exact_match,KEPT_exact_match,original
SimulatedTherapy_Psychosis_SkillConcept,3.25f,1,user,"When I hear the voices, I sometimes argue back at them in my head.","When I hear the voices, I sometimes argue back at them in my head.",3.25f,KEPT_exact_match,KEPT_exact_match,original
